Year,"Country of Asylum","Country of Origin","Country of Asylum ISO","Country of Origin ISO",Refugees
2010,Finland,Yemen,FIN,YEM,0
2010,"United Kingdom of Great Britain and Northern Ireland",Yemen,GBR,YEM,150
2010,Germany,Yemen,DEU,YEM,408
2010,Ireland,Yemen,IRL,YEM,5
2010,Iraq,Yemen,IRQ,YEM,0
2010,Italy,Yemen,ITA,YEM,5
2010,Jordan,Yemen,JOR,YEM,5
2010,Lebanon,Yemen,LBN,YEM,5
2010,Malaysia,Yemen,MYS,YEM,9
2010,"Netherlands (Kingdom of the)",Yemen,NLD,YEM,34
2010,Norway,Yemen,NOR,YEM,108
2010,"South Africa",Yemen,ZAF,YEM,5
2010,Somalia,Yemen,SOM,YEM,5
2010,Sweden,Yemen,SWE,YEM,178
2010,Switzerland,Yemen,CHE,YEM,246
2010,"Syrian Arab Rep.",Yemen,SYR,YEM,58
2010,"United States of America",Yemen,USA,YEM,328
2010,Yemen,Yemen,YEM,YEM,0
2011,Egypt,Yemen,EGY,YEM,205
2011,Argentina,Yemen,ARG,YEM,0
2011,Australia,Yemen,AUS,YEM,5
2011,Austria,Yemen,AUT,YEM,10
2011,Belgium,Yemen,BEL,YEM,5
2011,Canada,Yemen,CAN,YEM,266
2011,Cyprus,Yemen,CYP,YEM,5
2011,Denmark,Yemen,DNK,YEM,5
2011,Djibouti,Yemen,DJI,YEM,0
2011,Ethiopia,Yemen,ETH,YEM,22
2011,Finland,Yemen,FIN,YEM,5
2011,France,Yemen,FRA,YEM,11
2011,"United Kingdom of Great Britain and Northern Ireland",Yemen,GBR,YEM,183
2011,Germany,Yemen,DEU,YEM,402
2011,"China, Hong Kong SAR",Yemen,HKG,YEM,0
2011,India,Yemen,IND,YEM,0
2011,Indonesia,Yemen,IDN,YEM,0
2011,Ireland,Yemen,IRL,YEM,5
2011,Iraq,Yemen,IRQ,YEM,0
2011,Italy,Yemen,ITA,YEM,13
2011,Jordan,Yemen,JOR,YEM,5
2011,Kuwait,Yemen,KWT,YEM,0
2011,Lebanon,Yemen,LBN,YEM,0
2011,Malaysia,Yemen,MYS,YEM,18
2011,"Netherlands (Kingdom of the)",Yemen,NLD,YEM,38
2011,Norway,Yemen,NOR,YEM,118
2011,Qatar,Yemen,QAT,YEM,0
2011,"South Africa",Yemen,ZAF,YEM,5
2011,"Russian Federation",Yemen,RUS,YEM,0
2011,Somalia,Yemen,SOM,YEM,5
2011,Sweden,Yemen,SWE,YEM,325
2011,Switzerland,Yemen,CHE,YEM,251
2011,"Syrian Arab Rep.",Yemen,SYR,YEM,68
2011,Türkiye,Yemen,TUR,YEM,7
2011,"United States of America",Yemen,USA,YEM,339
2011,Yemen,Yemen,YEM,YEM,0
2012,Algeria,Yemen,DZA,YEM,0
2012,Egypt,Yemen,EGY,YEM,207
2012,Argentina,Yemen,ARG,YEM,15
2012,Australia,Yemen,AUS,YEM,7
2012,Austria,Yemen,AUT,YEM,12
2012,Belgium,Yemen,BEL,YEM,5
2012,Canada,Yemen,CAN,YEM,240
2012,Cyprus,Yemen,CYP,YEM,5
2012,Djibouti,Yemen,DJI,YEM,0
2012,Eritrea,Yemen,ERI,YEM,0
2012,Ethiopia,Yemen,ETH,YEM,43
2012,Finland,Yemen,FIN,YEM,5
2012,France,Yemen,FRA,YEM,17
2012,"United Kingdom of Great Britain and Northern Ireland",Yemen,GBR,YEM,209
2012,Germany,Yemen,DEU,YEM,481
2012,"China, Hong Kong SAR",Yemen,HKG,YEM,0
2012,India,Yemen,IND,YEM,0
2012,Indonesia,Yemen,IDN,YEM,0
2012,Ireland,Yemen,IRL,YEM,5
2012,Iraq,Yemen,IRQ,YEM,0
2012,Italy,Yemen,ITA,YEM,13
2012,Jordan,Yemen,JOR,YEM,8
2012,Kuwait,Yemen,KWT,YEM,0
2012,Lebanon,Yemen,LBN,YEM,0
2012,Malaysia,Yemen,MYS,YEM,26
2012,"Netherlands (Kingdom of the)",Yemen,NLD,YEM,43
2012,Norway,Yemen,NOR,YEM,130
2012,Qatar,Yemen,QAT,YEM,0
2012,"South Africa",Yemen,ZAF,YEM,5
2012,Somalia,Yemen,SOM,YEM,5
2012,Spain,Yemen,ESP,YEM,5
2012,Sweden,Yemen,SWE,YEM,390
2012,Switzerland,Yemen,CHE,YEM,268
2012,"Syrian Arab Rep.",Yemen,SYR,YEM,73
2012,Thailand,Yemen,THA,YEM,5
2012,Türkiye,Yemen,TUR,YEM,17
2012,"United States of America",Yemen,USA,YEM,343
2012,Yemen,Yemen,YEM,YEM,0
2013,Algeria,Yemen,DZA,YEM,5
2013,Egypt,Yemen,EGY,YEM,216
2013,Argentina,Yemen,ARG,YEM,15
2013,Australia,Yemen,AUS,YEM,6
2013,Austria,Yemen,AUT,YEM,14
2013,Belgium,Yemen,BEL,YEM,6
2013,Canada,Yemen,CAN,YEM,251
2013,Cyprus,Yemen,CYP,YEM,5
2013,Czechia,Yemen,CZE,YEM,0
2013,Djibouti,Yemen,DJI,YEM,0
2013,Ethiopia,Yemen,ETH,YEM,58
2013,Finland,Yemen,FIN,YEM,5
2013,France,Yemen,FRA,YEM,20
2013,"United Kingdom of Great Britain and Northern Ireland",Yemen,GBR,YEM,224
2013,Germany,Yemen,DEU,YEM,112
2013,Greece,Yemen,GRC,YEM,0
2013,"China, Hong Kong SAR",Yemen,HKG,YEM,7
2013,India,Yemen,IND,YEM,5
2013,Indonesia,Yemen,IDN,YEM,0
2013,Ireland,Yemen,IRL,YEM,5
2013,Iraq,Yemen,IRQ,YEM,0
2013,Italy,Yemen,ITA,YEM,19
2013,Jordan,Yemen,JOR,YEM,0
2013,"Rep. of Korea",Yemen,KOR,YEM,0
2013,Kuwait,Yemen,KWT,YEM,0
2013,Lebanon,Yemen,LBN,YEM,0
2013,Malaysia,Yemen,MYS,YEM,36
2013,Morocco,Yemen,MAR,YEM,0
2013,"Netherlands (Kingdom of the)",Yemen,NLD,YEM,56
2013,Norway,Yemen,NOR,YEM,127
2013,"South Africa",Yemen,ZAF,YEM,5
2013,Somalia,Yemen,SOM,YEM,5
2013,Spain,Yemen,ESP,YEM,5
2013,Sweden,Yemen,SWE,YEM,499
2013,Switzerland,Yemen,CHE,YEM,252
2013,"Syrian Arab Rep.",Yemen,SYR,YEM,60
2013,Thailand,Yemen,THA,YEM,5
2013,Türkiye,Yemen,TUR,YEM,34
2013,"United States of America",Yemen,USA,YEM,356
2013,Yemen,Yemen,YEM,YEM,0
2014,Algeria,Yemen,DZA,YEM,5
2014,Egypt,Yemen,EGY,YEM,198
2014,Argentina,Yemen,ARG,YEM,15
2014,Australia,Yemen,AUS,YEM,8
2014,Austria,Yemen,AUT,YEM,17
2014,Bahrain,Yemen,BHR,YEM,7
2014,Belgium,Yemen,BEL,YEM,7
2014,Canada,Yemen,CAN,YEM,239
2014,Cyprus,Yemen,CYP,YEM,5
2014,Djibouti,Yemen,DJI,YEM,0
2014,Ethiopia,Yemen,ETH,YEM,65
2014,Finland,Yemen,FIN,YEM,5
2014,France,Yemen,FRA,YEM,30
2014,"United Kingdom of Great Britain and Northern Ireland",Yemen,GBR,YEM,218
2014,Germany,Yemen,DEU,YEM,109
2014,Greece,Yemen,GRC,YEM,5
2014,"China, Hong Kong SAR",Yemen,HKG,YEM,5
2014,India,Yemen,IND,YEM,5
2014,Indonesia,Yemen,IDN,YEM,5
2014,Ireland,Yemen,IRL,YEM,0
2014,Iraq,Yemen,IRQ,YEM,0
2014,Italy,Yemen,ITA,YEM,45
2014,Jordan,Yemen,JOR,YEM,16
2014,"Rep. of Korea",Yemen,KOR,YEM,5
2014,Kuwait,Yemen,KWT,YEM,0
2014,Lebanon,Yemen,LBN,YEM,0
2014,Malaysia,Yemen,MYS,YEM,45
2014,Morocco,Yemen,MAR,YEM,0
2014,"Netherlands (Kingdom of the)",Yemen,NLD,YEM,66
2014,Norway,Yemen,NOR,YEM,133
2014,"South Africa",Yemen,ZAF,YEM,0
2014,Somalia,Yemen,SOM,YEM,5
2014,Spain,Yemen,ESP,YEM,5
2014,"Serbia and Kosovo: S/RES/1244 (1999)",Yemen,SRB,YEM,0
2014,Slovenia,Yemen,SVN,YEM,5
2014,Sweden,Yemen,SWE,YEM,536
2014,Switzerland,Yemen,CHE,YEM,300
2014,"Syrian Arab Rep.",Yemen,SYR,YEM,59
2014,Thailand,Yemen,THA,YEM,5
2014,Tunisia,Yemen,TUN,YEM,0
2014,Türkiye,Yemen,TUR,YEM,40
2014,Ukraine,Yemen,UKR,YEM,0
2014,"United States of America",Yemen,USA,YEM,410
2014,Yemen,Yemen,YEM,YEM,0
2015,Algeria,Yemen,DZA,YEM,5
2015,Egypt,Yemen,EGY,YEM,54
2015,Argentina,Yemen,ARG,YEM,15
2015,Armenia,Yemen,ARM,YEM,5
2015,Australia,Yemen,AUS,YEM,13
2015,Austria,Yemen,AUT,YEM,30
2015,Azerbaijan,Yemen,AZE,YEM,5
2015,Bahrain,Yemen,BHR,YEM,9
2015,Belgium,Yemen,BEL,YEM,27
2015,Belarus,Yemen,BLR,YEM,13
2015,Canada,Yemen,CAN,YEM,215
2015,China,Yemen,CHN,YEM,0
2015,Cuba,Yemen,CUB,YEM,11
2015,Cyprus,Yemen,CYP,YEM,5
2015,Czechia,Yemen,CZE,YEM,0
2015,Denmark,Yemen,DNK,YEM,5
2015,Djibouti,Yemen,DJI,YEM,6157
2015,Ethiopia,Yemen,ETH,YEM,1088
2015,Finland,Yemen,FIN,YEM,10
2015,France,Yemen,FRA,YEM,63
2015,"United Kingdom of Great Britain and Northern Ireland",Yemen,GBR,YEM,292
2015,Georgia,Yemen,GEO,YEM,0
2015,Germany,Yemen,DEU,YEM,140
2015,Greece,Yemen,GRC,YEM,6
2015,"China, Hong Kong SAR",Yemen,HKG,YEM,0
2015,Hungary,Yemen,HUN,YEM,10
2015,"Cote d'Ivoire",Yemen,CIV,YEM,5
2015,India,Yemen,IND,YEM,5
2015,Indonesia,Yemen,IDN,YEM,6
2015,Ireland,Yemen,IRL,YEM,5
2015,Iraq,Yemen,IRQ,YEM,0
2015,Italy,Yemen,ITA,YEM,58
2015,Jordan,Yemen,JOR,YEM,47
2015,Kenya,Yemen,KEN,YEM,5
2015,"Rep. of Korea",Yemen,KOR,YEM,5
2015,Kuwait,Yemen,KWT,YEM,0
2015,Lebanon,Yemen,LBN,YEM,7
2015,"Sri Lanka",Yemen,LKA,YEM,0
2015,"Rep. of Moldova",Yemen,MDA,YEM,5
2015,Malaysia,Yemen,MYS,YEM,55
2015,Morocco,Yemen,MAR,YEM,461
2015,"Netherlands (Kingdom of the)",Yemen,NLD,YEM,74
2015,Norway,Yemen,NOR,YEM,181
2015,Pakistan,Yemen,PAK,YEM,0
2015,Poland,Yemen,POL,YEM,5
2015,Romania,Yemen,ROU,YEM,0
2015,"South Africa",Yemen,ZAF,YEM,0
2015,"Russian Federation",Yemen,RUS,YEM,41
2015,"Saudi Arabia",Yemen,SAU,YEM,5
2015,Somalia,Yemen,SOM,YEM,5183
2015,Spain,Yemen,ESP,YEM,5
2015,Sudan,Yemen,SDN,YEM,7
2015,Slovenia,Yemen,SVN,YEM,5
2015,Sweden,Yemen,SWE,YEM,610
2015,Switzerland,Yemen,CHE,YEM,323
2015,"Syrian Arab Rep.",Yemen,SYR,YEM,52
2015,Thailand,Yemen,THA,YEM,5
2015,Tunisia,Yemen,TUN,YEM,0
2015,Türkiye,Yemen,TUR,YEM,101
2015,Uganda,Yemen,UGA,YEM,5
2015,Ukraine,Yemen,UKR,YEM,0
2015,"United States of America",Yemen,USA,YEM,457
2015,Yemen,Yemen,YEM,YEM,0
2016,Algeria,Yemen,DZA,YEM,5
2016,Egypt,Yemen,EGY,YEM,66
2016,Argentina,Yemen,ARG,YEM,15
2016,Armenia,Yemen,ARM,YEM,5
2016,Australia,Yemen,AUS,YEM,18
2016,Austria,Yemen,AUT,YEM,58
2016,Azerbaijan,Yemen,AZE,YEM,5
2016,Bahrain,Yemen,BHR,YEM,9
2016,Belgium,Yemen,BEL,YEM,24
2016,Belarus,Yemen,BLR,YEM,33
2016,Brazil,Yemen,BRA,YEM,0
2016,Bulgaria,Yemen,BGR,YEM,10
2016,Canada,Yemen,CAN,YEM,390
2016,China,Yemen,CHN,YEM,0
2016,Cuba,Yemen,CUB,YEM,12
2016,Cyprus,Yemen,CYP,YEM,5
2016,Czechia,Yemen,CZE,YEM,0
2016,Denmark,Yemen,DNK,YEM,5
2016,Djibouti,Yemen,DJI,YEM,3777
2016,Estonia,Yemen,EST,YEM,5
2016,Ethiopia,Yemen,ETH,YEM,1423
2016,Finland,Yemen,FIN,YEM,94
2016,France,Yemen,FRA,YEM,143
2016,"United Kingdom of Great Britain and Northern Ireland",Yemen,GBR,YEM,356
2016,Germany,Yemen,DEU,YEM,291
2016,Greece,Yemen,GRC,YEM,57
2016,Hungary,Yemen,HUN,YEM,14
2016,India,Yemen,IND,YEM,5
2016,Indonesia,Yemen,IDN,YEM,11
2016,Ireland,Yemen,IRL,YEM,5
2016,Iraq,Yemen,IRQ,YEM,0
2016,Italy,Yemen,ITA,YEM,74
2016,Jordan,Yemen,JOR,YEM,180
2016,Kenya,Yemen,KEN,YEM,24
2016,"Rep. of Korea",Yemen,KOR,YEM,11
2016,Kuwait,Yemen,KWT,YEM,0
2016,Lebanon,Yemen,LBN,YEM,14
2016,"Sri Lanka",Yemen,LKA,YEM,0
2016,Madagascar,Yemen,MDG,YEM,10
2016,Mauritania,Yemen,MRT,YEM,5
2016,"Rep. of Moldova",Yemen,MDA,YEM,5
2016,Malaysia,Yemen,MYS,YEM,51
2016,Montenegro,Yemen,MNE,YEM,8
2016,Morocco,Yemen,MAR,YEM,485
2016,"Netherlands (Kingdom of the)",Yemen,NLD,YEM,79
2016,Norway,Yemen,NOR,YEM,200
2016,Pakistan,Yemen,PAK,YEM,24
2016,Philippines,Yemen,PHL,YEM,0
2016,Poland,Yemen,POL,YEM,5
2016,Portugal,Yemen,PRT,YEM,0
2016,Romania,Yemen,ROU,YEM,18
2016,"South Africa",Yemen,ZAF,YEM,0
2016,"Russian Federation",Yemen,RUS,YEM,51
2016,"Saudi Arabia",Yemen,SAU,YEM,7
2016,Somalia,Yemen,SOM,YEM,8297
2016,Spain,Yemen,ESP,YEM,9
2016,Sudan,Yemen,SDN,YEM,0
2016,Slovenia,Yemen,SVN,YEM,5
2016,Sweden,Yemen,SWE,YEM,929
2016,Switzerland,Yemen,CHE,YEM,339
2016,"Syrian Arab Rep.",Yemen,SYR,YEM,40
2016,Thailand,Yemen,THA,YEM,19
2016,Tunisia,Yemen,TUN,YEM,0
2016,Türkiye,Yemen,TUR,YEM,156
2016,Uganda,Yemen,UGA,YEM,27
2016,Ukraine,Yemen,UKR,YEM,5
2016,"United States of America",Yemen,USA,YEM,509
2016,Yemen,Yemen,YEM,YEM,0
2017,Algeria,Yemen,DZA,YEM,5
2017,Egypt,Yemen,EGY,YEM,85
2017,Argentina,Yemen,ARG,YEM,15
2017,Armenia,Yemen,ARM,YEM,5
2017,Australia,Yemen,AUS,YEM,27
2017,Austria,Yemen,AUT,YEM,163
2017,Azerbaijan,Yemen,AZE,YEM,8
2017,Bahrain,Yemen,BHR,YEM,9
2017,Belgium,Yemen,BEL,YEM,24
2017,Benin,Yemen,BEN,YEM,0
2017,Belarus,Yemen,BLR,YEM,42
2017,Brazil,Yemen,BRA,YEM,0
2017,Bulgaria,Yemen,BGR,YEM,11
2017,Canada,Yemen,CAN,YEM,648
2017,Chad,Yemen,TCD,YEM,0
2017,China,Yemen,CHN,YEM,7
2017,Chile,Yemen,CHL,YEM,0
2017,Colombia,Yemen,COL,YEM,0
2017,Cuba,Yemen,CUB,YEM,17
2017,Cyprus,Yemen,CYP,YEM,10
2017,Denmark,Yemen,DNK,YEM,5
2017,Djibouti,Yemen,DJI,YEM,3468
2017,Ecuador,Yemen,ECU,YEM,0
2017,Ethiopia,Yemen,ETH,YEM,1578
2017,Finland,Yemen,FIN,YEM,139
2017,France,Yemen,FRA,YEM,218
2017,"United Kingdom of Great Britain and Northern Ireland",Yemen,GBR,YEM,453
2017,Georgia,Yemen,GEO,YEM,5
2017,Germany,Yemen,DEU,YEM,1171
2017,Ghana,Yemen,GHA,YEM,0
2017,Greece,Yemen,GRC,YEM,158
2017,"China, Hong Kong SAR",Yemen,HKG,YEM,5
2017,Croatia,Yemen,HRV,YEM,5
2017,Hungary,Yemen,HUN,YEM,17
2017,Iceland,Yemen,ISL,YEM,0
2017,India,Yemen,IND,YEM,5
2017,Indonesia,Yemen,IDN,YEM,76
2017,Ireland,Yemen,IRL,YEM,5
2017,Iraq,Yemen,IRQ,YEM,0
2017,Italy,Yemen,ITA,YEM,113
2017,Jordan,Yemen,JOR,YEM,494
2017,Kenya,Yemen,KEN,YEM,68
2017,"Rep. of Korea",Yemen,KOR,YEM,50
2017,Kuwait,Yemen,KWT,YEM,5
2017,Libya,Yemen,LBY,YEM,0
2017,Lebanon,Yemen,LBN,YEM,15
2017,"Sri Lanka",Yemen,LKA,YEM,12
2017,Luxembourg,Yemen,LUX,YEM,0
2017,Madagascar,Yemen,MDG,YEM,22
2017,Mauritania,Yemen,MRT,YEM,5
2017,"Rep. of Moldova",Yemen,MDA,YEM,5
2017,Mexico,Yemen,MEX,YEM,5
2017,Malaysia,Yemen,MYS,YEM,76
2017,Montenegro,Yemen,MNE,YEM,10
2017,Morocco,Yemen,MAR,YEM,517
2017,"Netherlands (Kingdom of the)",Yemen,NLD,YEM,250
2017,Norway,Yemen,NOR,YEM,231
2017,"New Zealand",Yemen,NZL,YEM,5
2017,Pakistan,Yemen,PAK,YEM,113
2017,Philippines,Yemen,PHL,YEM,0
2017,Poland,Yemen,POL,YEM,5
2017,Romania,Yemen,ROU,YEM,27
2017,"Russian Federation",Yemen,RUS,YEM,54
2017,"Saudi Arabia",Yemen,SAU,YEM,9
2017,Somalia,Yemen,SOM,YEM,10705
2017,Spain,Yemen,ESP,YEM,21
2017,Sudan,Yemen,SDN,YEM,0
2017,Slovenia,Yemen,SVN,YEM,5
2017,Sweden,Yemen,SWE,YEM,1099
2017,Switzerland,Yemen,CHE,YEM,339
2017,"Syrian Arab Rep.",Yemen,SYR,YEM,123
2017,Thailand,Yemen,THA,YEM,40
2017,Tunisia,Yemen,TUN,YEM,0
2017,Türkiye,Yemen,TUR,YEM,161
2017,"United Arab Emirates",Yemen,ARE,YEM,0
2017,Uganda,Yemen,UGA,YEM,33
2017,Ukraine,Yemen,UKR,YEM,5
2017,"United States of America",Yemen,USA,YEM,549
2017,Yemen,Yemen,YEM,YEM,0
2018,Algeria,Yemen,DZA,YEM,10
2018,Egypt,Yemen,EGY,YEM,100
2018,Argentina,Yemen,ARG,YEM,15
2018,Armenia,Yemen,ARM,YEM,20
2018,Australia,Yemen,AUS,YEM,27
2018,Austria,Yemen,AUT,YEM,258
2018,Azerbaijan,Yemen,AZE,YEM,9
2018,Bahrain,Yemen,BHR,YEM,9
2018,Belgium,Yemen,BEL,YEM,24
2018,Benin,Yemen,BEN,YEM,8
2018,Belarus,Yemen,BLR,YEM,23
2018,Brazil,Yemen,BRA,YEM,0
2018,"Bosnia and Herzegovina",Yemen,BIH,YEM,0
2018,Bulgaria,Yemen,BGR,YEM,12
2018,Canada,Yemen,CAN,YEM,1089
2018,Chad,Yemen,TCD,YEM,5
2018,China,Yemen,CHN,YEM,13
2018,Chile,Yemen,CHL,YEM,0
2018,Colombia,Yemen,COL,YEM,0
2018,Cuba,Yemen,CUB,YEM,17
2018,Cyprus,Yemen,CYP,YEM,20
2018,Czechia,Yemen,CZE,YEM,15
2018,Denmark,Yemen,DNK,YEM,5
2018,Djibouti,Yemen,DJI,YEM,4694
2018,Ecuador,Yemen,ECU,YEM,50
2018,Estonia,Yemen,EST,YEM,5
2018,Ethiopia,Yemen,ETH,YEM,1698
2018,Finland,Yemen,FIN,YEM,182
2018,France,Yemen,FRA,YEM,338
2018,"United Kingdom of Great Britain and Northern Ireland",Yemen,GBR,YEM,624
2018,Georgia,Yemen,GEO,YEM,20
2018,Germany,Yemen,DEU,YEM,1809
2018,Ghana,Yemen,GHA,YEM,0
2018,Greece,Yemen,GRC,YEM,369
2018,Haiti,Yemen,HTI,YEM,5
2018,"China, Hong Kong SAR",Yemen,HKG,YEM,12
2018,Croatia,Yemen,HRV,YEM,7
2018,Hungary,Yemen,HUN,YEM,18
2018,India,Yemen,IND,YEM,0
2018,Indonesia,Yemen,IDN,YEM,105
2018,Ireland,Yemen,IRL,YEM,8
2018,Iraq,Yemen,IRQ,YEM,0
2018,Italy,Yemen,ITA,YEM,141
2018,Jordan,Yemen,JOR,YEM,642
2018,Kenya,Yemen,KEN,YEM,66
2018,"Rep. of Korea",Yemen,KOR,YEM,483
2018,Kuwait,Yemen,KWT,YEM,5
2018,Libya,Yemen,LBY,YEM,0
2018,Lebanon,Yemen,LBN,YEM,18
2018,"Sri Lanka",Yemen,LKA,YEM,12
2018,Luxembourg,Yemen,LUX,YEM,0
2018,Madagascar,Yemen,MDG,YEM,22
2018,Mauritania,Yemen,MRT,YEM,0
2018,"Rep. of Moldova",Yemen,MDA,YEM,5
2018,Mexico,Yemen,MEX,YEM,12
2018,Malaysia,Yemen,MYS,YEM,163
2018,Montenegro,Yemen,MNE,YEM,11
2018,Morocco,Yemen,MAR,YEM,752
2018,Malta,Yemen,MLT,YEM,0
2018,"Netherlands (Kingdom of the)",Yemen,NLD,YEM,376
2018,Norway,Yemen,NOR,YEM,235
2018,"New Zealand",Yemen,NZL,YEM,8
2018,Pakistan,Yemen,PAK,YEM,128
2018,Peru,Yemen,PER,YEM,0
2018,Philippines,Yemen,PHL,YEM,10
2018,Poland,Yemen,POL,YEM,9
2018,Portugal,Yemen,PRT,YEM,7
2018,Romania,Yemen,ROU,YEM,33
2018,"South Africa",Yemen,ZAF,YEM,0
2018,"Russian Federation",Yemen,RUS,YEM,92
2018,"Saudi Arabia",Yemen,SAU,YEM,27
2018,Somalia,Yemen,SOM,YEM,12450
2018,Spain,Yemen,ESP,YEM,103
2018,Sudan,Yemen,SDN,YEM,1013
2018,Slovakia,Yemen,SVK,YEM,19
2018,Slovenia,Yemen,SVN,YEM,5
2018,Sweden,Yemen,SWE,YEM,1343
2018,Switzerland,Yemen,CHE,YEM,336
2018,"Syrian Arab Rep.",Yemen,SYR,YEM,159
2018,Thailand,Yemen,THA,YEM,32
2018,Tunisia,Yemen,TUN,YEM,0
2018,Türkiye,Yemen,TUR,YEM,169
2018,"United Arab Emirates",Yemen,ARE,YEM,5
2018,Uganda,Yemen,UGA,YEM,20
2018,Ukraine,Yemen,UKR,YEM,5
2018,"United States of America",Yemen,USA,YEM,606
2018,Yemen,Yemen,YEM,YEM,0
2019,Algeria,Yemen,DZA,YEM,257
2019,Egypt,Yemen,EGY,YEM,126
2019,Argentina,Yemen,ARG,YEM,19
2019,Armenia,Yemen,ARM,YEM,22
2019,Australia,Yemen,AUS,YEM,59
2019,Austria,Yemen,AUT,YEM,311
2019,Azerbaijan,Yemen,AZE,YEM,11
2019,Bahrain,Yemen,BHR,YEM,9
2019,Belgium,Yemen,BEL,YEM,51
2019,Benin,Yemen,BEN,YEM,11
2019,Bangladesh,Yemen,BGD,YEM,5
2019,Belarus,Yemen,BLR,YEM,24
2019,Brazil,Yemen,BRA,YEM,0
2019,"Bosnia and Herzegovina",Yemen,BIH,YEM,0
2019,Bulgaria,Yemen,BGR,YEM,13
2019,Canada,Yemen,CAN,YEM,1711
2019,Chad,Yemen,TCD,YEM,5
2019,China,Yemen,CHN,YEM,16
2019,Cameroon,Yemen,CMR,YEM,0
2019,Colombia,Yemen,COL,YEM,0
2019,Cuba,Yemen,CUB,YEM,14
2019,Cyprus,Yemen,CYP,YEM,25
2019,Czechia,Yemen,CZE,YEM,20
2019,Denmark,Yemen,DNK,YEM,5
2019,Djibouti,Yemen,DJI,YEM,5322
2019,Ecuador,Yemen,ECU,YEM,96
2019,Estonia,Yemen,EST,YEM,5
2019,Ethiopia,Yemen,ETH,YEM,1926
2019,Finland,Yemen,FIN,YEM,263
2019,France,Yemen,FRA,YEM,454
2019,"United Kingdom of Great Britain and Northern Ireland",Yemen,GBR,YEM,819
2019,Georgia,Yemen,GEO,YEM,32
2019,Germany,Yemen,DEU,YEM,2629
2019,Ghana,Yemen,GHA,YEM,0
2019,Greece,Yemen,GRC,YEM,574
2019,"China, Hong Kong SAR",Yemen,HKG,YEM,11
2019,Croatia,Yemen,HRV,YEM,7
2019,Hungary,Yemen,HUN,YEM,18
2019,Iceland,Yemen,ISL,YEM,5
2019,India,Yemen,IND,YEM,5
2019,Indonesia,Yemen,IDN,YEM,85
2019,Ireland,Yemen,IRL,YEM,16
2019,Iraq,Yemen,IRQ,YEM,0
2019,Italy,Yemen,ITA,YEM,151
2019,Jordan,Yemen,JOR,YEM,715
2019,Kenya,Yemen,KEN,YEM,60
2019,"Rep. of Korea",Yemen,KOR,YEM,682
2019,Kuwait,Yemen,KWT,YEM,5
2019,Libya,Yemen,LBY,YEM,0
2019,Lebanon,Yemen,LBN,YEM,23
2019,"Sri Lanka",Yemen,LKA,YEM,14
2019,Luxembourg,Yemen,LUX,YEM,10
2019,Madagascar,Yemen,MDG,YEM,22
2019,Mauritania,Yemen,MRT,YEM,10
2019,"Rep. of Moldova",Yemen,MDA,YEM,8
2019,Mexico,Yemen,MEX,YEM,13
2019,Malaysia,Yemen,MYS,YEM,206
2019,Montenegro,Yemen,MNE,YEM,7
2019,Morocco,Yemen,MAR,YEM,843
2019,Malta,Yemen,MLT,YEM,0
2019,Nepal,Yemen,NPL,YEM,0
2019,"Netherlands (Kingdom of the)",Yemen,NLD,YEM,791
2019,Niger,Yemen,NER,YEM,0
2019,Norway,Yemen,NOR,YEM,219
2019,"New Zealand",Yemen,NZL,YEM,8
2019,Pakistan,Yemen,PAK,YEM,137
2019,Peru,Yemen,PER,YEM,0
2019,Philippines,Yemen,PHL,YEM,15
2019,Poland,Yemen,POL,YEM,9
2019,Portugal,Yemen,PRT,YEM,9
2019,Qatar,Yemen,QAT,YEM,5
2019,Romania,Yemen,ROU,YEM,29
2019,"South Africa",Yemen,ZAF,YEM,5
2019,"Russian Federation",Yemen,RUS,YEM,97
2019,"Saudi Arabia",Yemen,SAU,YEM,27
2019,Somalia,Yemen,SOM,YEM,13235
2019,Spain,Yemen,ESP,YEM,206
2019,"Serbia and Kosovo: S/RES/1244 (1999)",Yemen,SRB,YEM,0
2019,Sudan,Yemen,SDN,YEM,1227
2019,Slovakia,Yemen,SVK,YEM,21
2019,Slovenia,Yemen,SVN,YEM,6
2019,Sweden,Yemen,SWE,YEM,1659
2019,Switzerland,Yemen,CHE,YEM,130
2019,"Syrian Arab Rep.",Yemen,SYR,YEM,159
2019,"United Rep. of Tanzania",Yemen,TZA,YEM,5
2019,Thailand,Yemen,THA,YEM,37
2019,Tunisia,Yemen,TUN,YEM,0
2019,"United Arab Emirates",Yemen,ARE,YEM,12
2019,Uganda,Yemen,UGA,YEM,27
2019,Ukraine,Yemen,UKR,YEM,5
2019,Uruguay,Yemen,URY,YEM,0
2019,"United States of America",Yemen,USA,YEM,692
2019,Yemen,Yemen,YEM,YEM,0
2020,Algeria,Yemen,DZA,YEM,261
2020,Egypt,Yemen,EGY,YEM,154
2020,Argentina,Yemen,ARG,YEM,19
2020,Armenia,Yemen,ARM,YEM,21
2020,Australia,Yemen,AUS,YEM,160
2020,Austria,Yemen,AUT,YEM,355
2020,Azerbaijan,Yemen,AZE,YEM,11
2020,Bahrain,Yemen,BHR,YEM,9
2020,Belgium,Yemen,BEL,YEM,77
2020,Benin,Yemen,BEN,YEM,14
2020,Bangladesh,Yemen,BGD,YEM,5
